symbol,price,size,time
LEGOW,3.08,200,1634673596238
NATR,10.47,3,1657828796550
XPRO,9.14,1,1657828796770
FHN-A,25.03,100,1625671234513
JOAN,7.96,5,1657831171683
NOAH,17.88,5,1657828750114
CAS+,0.0099,100,1652967758112
JAQCU,9.66,1,1656691661291
COF,104.68,1,1657828970051
RXT,6.22,3,1657828796287
UXIN,0.7695,1,1657827711788
MOSC,9.95,100,1579294719285
TEKKU,9.91,100,1656607539345
BSX-A,99.47,100,1657810258669
MDEV,22.31,100,1647620876092
AVYA,1.93,100,1657829131612
AGRI,2.025,100,1657828786909
IQSU,33.725,100,1657296373048
AYLA,1.01,44,1657828782214
PNC-P,25.04,85,1657828786152
RC-D,25.45,1000,1624895214555
FIW,70.91,100,1657826286178
EATZ,17.445,1,1657046042019
FMET,20.92,200,1657809932767
FOLD,11.02,300,1657828796733
NGAC,8.84,200,1629402780083
HCDIP,14.43,100,1657634278401
PFFV,23.865,186,1657822466737
BROGW,0.325,100,1657136746137
WBIE,30.03,100,1618242649642
NVR,4364.0,1,1657828787638
BAM,43.24,101,1657828798057
KIQ,0.3023,100,1657734798878
LAXXU,10.31,53,1653572267032
NIE,21.11,33,1657828585363
AZ,3.035,100,1657827143490
WSM,126.75,61,1657828798971
DFHTW,5.01,700,1623181422815
BNGE,19.2,2,1653326740260
GDNA,68.19,37,1604601977603
WWJD,23.96,7,1657815962783
BUFT,18.58,100,1657824088764
OSATW,2.15,100,1641911668805
AGM,93.55,3,1657828787323
XSLV,43.69,5,1657828250173
PALT,2.065,100,1657828617534
BOKFL,25.2,10,1629316494105
PPH,74.37,1,1657805452672
REV,5.84,96,1657828790669
ARDC,12.005,20,1657827847146
SAH,35.21,16,1657828789731
CNACR,0.265,400,1567107958532
SCUA+,0.2301,100,1656704032837
BMRG+,1.75,100,1605557191206
ITAN,20.33,10,1657741521601
CYB,25.52,1,1657820019340
TNDM,53.57,2,1657828796842
DCF,7.35,100,1657730275501
AON,268.97,100,1657828797337
SCHV,61.73,100,1657827661851
ISHP,23.33,100,1656598620556
DOCN,35.18,1,1657829618280
RICE+,7.15,100,1631732235278
CAI-A,25.85,100,1637355560728
GPAQU,14.75,70,1592406510295
IEAWW,0.9,10,1657647962029
CWEN.A,31.93,3,1657828798642
GSIE,26.875,100,1657828397896
UPV,47.9,20,1653063630424
WKLY,42.86,23,1657828798144
SFTW+,1.86,1200,1631217471494
ISO,3.0,100,1657828026066
TGB,0.9031,100,1657828322575
JFU,0.8534,59,1657310319004
ZSL,38.81,100,1657821504727
ARBE,5.365,1,1657824138641
FTV-A,997.21,15,1624370347044
BRPAW,7.62,100,1621885742318
COT,14.645,100,1583182794377
IDBA,7.72,100,1657727081091
FSRDW,0.0775,5,1657568319936
MD,23.99,2,1657831028462
SJI,33.79,7,1657828795092
PIR,3.71,100,1581695388684
ACIU,3.38,13,1657828796518
NDAC,9.78,200,1657813332699
EFC-B,19.59,200,1657043034489
IMRN,2.43,100,1657741313730
ITMR,30.87,68,1639601992247
FTOCU,10.92,200,1624382346537
ELSE,5.83,100,1657648350343
LGL,13.58,10,1657732946625
OILK,47.82,1,1657830381710
GGAL,6.155,200,1657828789912
CGROW,2.47,100,1617643151172
OVBC,29.02,1,1657632601032
SMBK,23.12,1,1657828785874
IEI,119.06,98,1657828792633
CIIC,21.61,10,1616615992206
LTS-A,22.345,100,1583441927295
OXY,57.24,5,1657828798012
IUSV,66.1,100,1657828787582
XPO,46.23,5,1657829241753
AXLA,2.14,100,1657806067448
MACQW,0.78,1,1640183983421
QRTEB,5.98,50,1657828690222
PRPC+,0.36,100,1657298279818
EWJV,23.44,2,1657742379550
GJT,21.05,19,1657721265870
AXS-D,25.21,15,1576521297042
SRTS,9.11,28,1657828756093
KAIR,9.85,100,1657739789766
ENERW,0.08,100,1657136619966
ARTNA,49.73,15,1657828790291
BBD,3.06,50,1657828831671
SEAH+,1.6,100,1643316714508
STR,24.86,100,1657828792792
FRTY,13.025,45,1657737704332
CFACW,1.11,200,1629230286905
GPC,136.69,22,1657828791410
SWBK,9.34,100,1635969583019
USNA,65.18,43,1657828783077
SUAC+,0.13,200,1656616152997
VMC,146.27,1,1657828952093
RMRM,10.39,100,1633027412222
OESX,2.08,5,1657828617351
APXIW,0.07,900,1657737346555
LRN,40.31,12,1657828790164
NUVB+,0.4351,100,1657206685436
REGL,66.45,100,1657821035316
GDYNW,13.53,100,1629920035967
GNACW,0.15,100,1656619033697
OACB+,0.9504,930,1654870973584
DOX,81.93,1,1657828799315
HAUZ,21.65,250,1657828793128
NJAN,36.68,180,1657223681127
WBIA,21.665,100,1568906656529
LGC,8.095,6,1605903475962
NMS,14.93,100,1657291783448
KINZU,10.04,39,1657310353214
CBOE,117.48,35,1657828798630
REPR,3.99,100,1571856324748
CLSC,21.21,100,1657652860705
CLRMW,0.11,300,1656619180022
RANI,11.875,40,1657828778025
AMBP+,0.89,100,1657050466846
AZYO,6.29,100,1657742044838
PAGS,10.085,100,1657828797993
MRUS,27.4,100,1657828796246
PCG-E,18.03,88,1657809712382
UTRS,2.21,100,1657828706200
HUSV,31.58,70,1657828210024
CTRP,34.935,65,1572901191784
SMI,45.88,3,1657563342522
MTLS,13.27,100,1657828794123
VECT,5.96,100,1657828504608
TSPQ,9.79,100,1657828085942
SCHD,70.78,100,1657828488867
ENNVW,0.4,100,1644007736874
ACEV,10.17,100,1657737677238
EMDV,48.78,93,1656512955792
ETTX,2.195,400,1657310291082
PNBK,13.01,100,1657739888711
ABEO,4.77,1,1657826945697
LFAC,10.04,100,1655495690372
SRC-A,24.45,79,1657724349096
ROAM,19.06,100,1657810976996
EAB,25.145,100,1602169779649
ONEM,9.51,144,1657828798009
INGR,85.48,14,1657828792290
AMNB,33.68,18,1657828782000
JMACW,0.055,100,1654710030420
SLYV,70.29,100,1657821288356
CAPE,21.36,118,1657288190267
TSN,81.53,67,1657828797691
EBET,2.25,300,1657828747652
AMPI,9.78,4,1657634183547
CORS+,0.2398,100,1657209997410
RCAT,2.05,100,1657827724122
AL-A,23.57,38,1657741165298
SGHC+,0.62,5,1657563619967
NRO,3.99,38,1657825301517
HURC,25.3,50,1657820866266
LAC,20.58,1,1657828797308
TISI,0.749,100,1657828789575
ANSS,234.43,1,1657828796725
WFC-Y,24.02,700,1657814117023
TLIS,0.82,100,1657828774627
LC,12.21,96,1657828796959
GIWWU,10.08,100,1657819035001
LLAP,4.48,100,1657828799469
FATBW,3.56,100,1646320918475
FUBO,2.49,4,1657828821421
IMNM,3.69,3,1657824899882
ENCPW,0.083,100,1656086972854
EMFM,17.76,100,1657826989752
WBS-F,21.35,100,1657825784968
VREX,21.28,4,1657828795310
ASZ+,0.1307,100,1657639771839
GMLP,3.54,100,1618515312710
LACQU,21.27,100,1612363975662
TBA,11.0,100,1624910285901
VIEWW,0.17,300,1656082011127
PACI,9.92,1800,1657824271307
BFS-C,25.36,100,1568404339935
WIZ,30.36,100,1657118728829
DS-D,21.565,1,1654267125500
SVFAU,9.89,4,1657828697735
COHR,266.29,100,1656619199692
ZEV,3.175,7,1657828789849
DCPH,12.995,100,1657828797625
BTEC,35.74,200,1657221852528
RYE,56.8,100,1657819371588
WEL,9.97,200,1656601906441
BILI,23.1,300,1657828798049
ACHL,2.72,1,1657741758228
OCC,3.36,100,1657822993290
FTCS,68.94,700,1657823292440
ENVXW,6.13,100,1641589094213
CHSP,27.18,100,1568750395769
DDWM,27.33,100,1657827508165
SCPE,15.89,1,1628711993492
WHFBZ,25.05,100,1638562870466
LEMB,32.69,100,1657828559623
CCLP,1.27,8,1657727568060
REW,21.29,1,1657828130212
OILX,5.785,18,1588272753582
CRGE,3.48,12,1657828787665
FVL,23.12,141,1607716681851
SMMT,0.9642,4,1657825390937
CHWY,42.29,1,1657829688215
JRE,22.945,2,1657818802815
SBEAU,12.48,1,1644439921476
TPCO,17.24,1000,1621886402979
PEGRU,9.8,100,1657287492464
VQT,192.35,1,1597844591923
CHUY,20.4,12,1657828796788
MYPS,3.8,22,1657828781286
HOM,8.57,12,1657827153310
LEA,125.46,100,1657828797542
ACY,2.43,100,1648238321100
SHUA,9.99,5,1657827190744
IPOC,15.975,100,1610053193616
PTOCU,9.95,1,1644512605434
FMY,11.56,100,1657806611865
DTRTU,10.1,100,1650913601430
IRCP,2.48,1,1653673847791
MFINL,24.99,100,1617292017437
GVI,105.47,1,1657828478338
MUA,12.37,10,1657828461572
IGV,265.91,81,1657828785058
FAIL,22.9,100,1657122265904
AACQW,2.545,1,1624564773573
FRSH,11.99,138,1657828798215
MBSC+,0.1206,300,1654713511265
RPD,67.7,38,1657828797360
DXB,24.92,300,1586289305440
LCW,9.94,100,1657806074061
USLB,38.28,135,1651863005758
FUV,3.24,100,1657828791188
SIXJ,22.26,100,1657820330302
CHAC+,0.87,500,1572278577265
SPRC,1.72,100,1657828421982
ORLY,673.78,3,1657828798045
MTB-,1018.38,10,1563904268843
RGLS,2.39,100,1657823621137
FEDL,33.85,100,1644424161608
LABL,50.0,600,1562011099652
TGP-A,25.36,100,1645803671967
NAV-D,12.55,55,1619020837754
PNI,9.32,100,1657827744167
FXL,93.95,10,1657827630559
AVRO,0.9608,99,1657828246595
EZU,34.42,200,1657828795494
YALA,4.08,20,1657828755959
PSFE,1.82,200,1657828811982
ALTA,44.15,57,1633031986728
WAVC+,0.22,100,1653496349431
AMWL,4.25,100,1657828797139
SVACU,10.06,100,1627575846394
GS-B,25.455,5,1560357599139
FSI,2.35,118,1657742373625
DKL,48.32,21,1657828740398
JPMB,37.95,38,1657307950827
XTL,77.39,15,1657828210025
AAON,53.11,191,1657828799522
MDLQ,1.86,100,1625148046602
NI-B,25.89,30,1657827200611
COF-H,24.99,100,1638304214785
SWBIV,15.69,100,1598292748301
TRVG,1.425,100,1657828564311
NXJ,12.75,100,1657822509346
SANB,10.06,100,1657563808347
TINV+,0.5,100,1657828205761
NXQ,14.96,200,1638553629548
OPK,2.69,463,1657828776143
KNDI,2.69,100,1657828755770
PLPC,59.57,31,1657819733709
SCHW-D,25.35,100,1657828300183
RGA,114.33,3,1657828795002
HT,9.24,4,1657828796751
BZUN,9.59,16,1657828798152
FBHS,61.77,33,1657828797009
OVF,21.4,1,1657632660342
ALAC,12.02,48,1650916765200
TOPS,0.3576,700,1657827747118
HECCW,1.345,100,1624377616121
EPD,24.46,300,1657828774535
QPFF,37.59,100,1650908999545
VLDR,0.9817,100,1657828797390
PPHI,10.99,10,1588346829391
SPMO,51.59,100,1657742386538
VUSB,49.165,100,1657828799014
PEG,59.51,1,1657828973381
TOCA,1.255,100,1592251096097
FRST,12.765,1,1657828796377
THRY,21.66,31,1657828798104
MCRI,55.305,14,1657828783098
HJEN,14.395,12,1657814882350
NWLI,196.65,10,1657828356684
EDOG,19.15,47,1657732349150
CYTR,0.305,100,1559587559531
SNN,26.825,200,1657828785043
SR,69.8,6,1657828790182
NID,13.13,300,1657828453048
BTNB,8.25,92,1647546484822
IBLC,14.24,82,1657825326525
BCV,17.79,61,1657828767293
JHG,23.0,19,1657828795100
RLJ,11.12,1,1657828796610
MFDX,24.42,64,1657724372280
SRACW,2.33,100,1628798137089
IGTAW,0.1,100,1657741880310
NSTD=,9.79,200,1652707967032
PID,16.62,100,1657827351405
TPR,31.1,100,1657828796790
RCAC,9.84,100,1657642646726
HYGH,80.48,4,1657827025876
MIST,6.07,100,1657739399280
PL,4.555,1,1657828795339
DGLY,0.7625,3,1657827435206
HCCI,26.94,9,1657828797449
MCHP,60.92,11,1657828796444
HTA,28.65,600,1657828795646
BATRA,26.2,1,1657828791068
VRNS,27.31,5,1657828795470
CHFW+,1.11,200,1628711390627
BAD,12.215,72,1657294005050
CLAYU,10.25,5,1657826634265
RPLA,9.5,5,1617307194305
KFFB,7.98,1,1657820019828
DIA,306.34,100,1657828785514
ARKG,36.19,300,1657828791283
SENEA,56.65,1,1657828787462
EFII,36.975,92,1563811600680
MAS,53.055,102,1657828796148
RCLF,9.8,33,1657721048465
NOAC,9.88,100,1657806768502
SSY,1.0,400,1657806129422
XHYC,37.025,18,1654631995033
DCP,28.84,100,1657828771760
MITT,7.09,100,1657828711757
TRTN-A,25.82,82,1657806081089
BRD+,0.2,100,1657298279400
UBER,20.64,46,1657828798006
CFII,9.2,100,1615237135030
CMCA,10.03,400,1657557584710
DALN,6.44,100,1657828795311
LEGAU,9.825,100,1657722727845
IPOF=,10.02,100,1657645357341
BAF,14.19,100,1614889335005
CRL,210.31,12,1657828793590
KRT,19.25,1,1657828785922
ESSCR,0.14,800,1657635994553
THBR,10.895,14,1623355187212
TBT,25.67,200,1657828792755
WAVSU,10.02,5900,1649691897725
HEI,132.95,25,1657828794136
NVCT,11.49,31,1657825972377
REN,31.06,600,1551387595490
TCBC,13.535,1,1656615588089
BCACW,0.1148,10,1656694005091
MHK,124.6,85,1657828796597
CAT,169.79,25,1657828798034
ICOW,25.54,100,1657827954253
THCPW,0.17,100,1657303719644
TSVT,13.91,4,1657828798165
IMPP,0.3978,400,1657828715148
SLTB,25.22,11,1562085599879
CCIV=,26.32,60,1627070330815
PEGR,9.74,400,1656430454085
FIGS,9.57,144,1657828798078
MSCI,410.21,100,1657828798480
C-S,24.99,100,1612799522555
MUTE,46.24,100,1599238010150
CFR-A,26.26,100,1580936394278
FTXD,32.58,100,1643036128119
CHX,17.665,4,1657828792369
TWN,24.26,100,1657736777551
MRT,11.035,100,1558036780106
DSGN,17.38,2,1657828796741
TACOW,0.14,100,1588704936704
PANA=,11.03,80,1612977807309
RICK,50.42,8,1657828789554
TBCPW,0.11,100,1657742255758
HBANP,19.19,26,1657828758799
HSCS,1.32,100,1657824501338
BIDU,142.07,100,1657828798029
UNL,21.3,5,1657831139240
EVNT,9.2,7,1656682614411
IIGV,23.16,79,1656091847252
OMAB,47.12,19,1657828783015
PNTR,15.3,100,1570044345652
UST,53.945,1,1657567361708
FLUD,24.43,50,1656515915878
IOT,13.9,92,1657828798126
GDEN,37.87,20,1657828798357
AGNCP,20.09,95,1657828799054
SAQNU,9.77,30,1600889549626
MSTQ,21.56,100,1655998233146
FNGS,21.58,100,1657828210048
DSKE,6.14,21,1657828799256
GOODM,25.005,20,1624644587594
NBR-A,11.59,300,1619812728587
GCI,2.595,100,1657828794025
DGZ,10.815,6,1657821005848
EAT,22.27,2,1657828796440
GDSTR,0.2,100,1656529834047
ASCBU,9.94,900,1657223340529
ARA,11.43,4,1611607195341
CIICU,29.98,100,1616529130209
BEPH,17.54,84,1657828481084
KCAP,3.78,800,1554148798366
PLUS,50.2,32,1657828799758
ELMD,9.01,85,1657828595512
FLGR,17.06,21,1657741000335
JHDG,25.71,100,1552492795618
SWSSU,10.0,100,1657719614059
CNSL,6.475,5,1657828794841
HDB,57.05,131,1657828743163
BSV,76.6,8,1657828785970
LOB,31.11,17,1657828796216
BDX,234.21,22,1657828791061
VVC,72.38,200,1548968398451
VBOCW,0.15,100,1657298279470
ATNM,5.05,71,1657828785979
TTAC,46.43,100,1657308977004
SPWR,16.55,2,1657828796756
SGIIU,9.97,100,1654803024531
AMT,256.5,1,1657828798432
CNCE,4.92,87,1657828798643
ZLAB,37.71,28,1657828799777
HCVIW,0.2343,200,1657827765499
ATKR,81.68,22,1657828798056
TSHA,4.18,8,1657828790734
LOW,182.66,52,1657828799902
TCACW,0.3,800,1654872697380
RNXT,1.97,5,1657726757733
SGAMU,13.05,100,1634845256047
RCOR+,0.15,100,1653675917170
ARYAU,17.65,10,1593091961089
HOG,31.43,86,1657828798707
DYSL,1.06,200,1566585688525
BLFY,11.72,13,1657828795892
WERN,39.16,48,1657828797212
SMID,13.94,2,1657739738586
XLK,130.1,14,1657828798701
BNNRU,9.91,100,1657809636143
CNFR,1.76,99,1657136400512
IPAC,51.04,100,1657828516001
DMS+,0.23,8,1648129082558
LKQ,49.75,200,1657828798006
ZEAL,14.72,1,1657822176754
TAPR,8.38,13,1583950729629
VBND,44.55,100,1657827362943
ROYT,0.3752,100,1596635615558
NFIN,11.4,300,1605041973021
JWACU,10.04,13,1640800595622
SAEX,1.69,200,1592337599993
ESM,9.81,90,1657212982638
TVC,22.47,100,1657730902981
RMO+,0.1029,100,1617301492356
SHLL=,57.5,56,1601582195296
SNY,49.45,54,1657828790158
CFR-A*,24.95,104,1584113877607
ISR,0.3235,1,1657828791646
NSC,221.72,24,1657828798094
PKB,39.28,195,1657732111244
FLV,60.63,100,1654527000502
KSMTU,10.74,100,1630005665667
WGLD,17.49,20,1653399184877
RILYG,23.05,56,1657726169298
BAC-W,25.41,100,1562700030246
TRTX-C,18.76,10,1657826624586
REKR,1.6,26,1657828787765
AHT-H,18.51,100,1657826627172
RRH,27.31,100,1657636136051
AIY,25.13,120,1564763527908
VO,195.47,1,1657829046547
IMACW,0.282,5,1655841542858
MOTN,10.24,100,1636142385880
KSM,9.3,100,1657742336268
HUMA,3.46,1,1657828731034
ATER,2.46,250,1657828955880
BOE,9.84,87,1657828784341
WAB,80.58,50,1657828788221
INNV,4.7,100,1657828780084
NIB,23.985,3,1657805993028
DEST,0.1101,300,1572379191709
GLU^,0.0026,100,1656442159740
FOA+,0.1386,28,1657124627772
AFSI-B,9.67,100,1549572308572
TGR,10.045,100,1657206386567
WP,135.09,201,1564516797102
WNC,14.32,42,1657828792802
MSGS,149.955,10,1657828779700
PSYK,18.92,1,1657812906746
MBB,97.66,66,1657828691606
RLY,26.495,100,1657815693338
DEH+,1.75,200,1631908478464
XMLV,50.8,1,1657806861435
OACB=,10.16,100,1651607772412
ASTS,6.36,100,1657828786626
PBPB,5.0,600,1657820447334
NYMTN,19.85,48,1657827151263
GACQU,10.13,1000,1654621040706
ARR-B,25.13,100,1581008298968
BYTS,9.8,1,1656358634094
IACB+,1.375,36,1638305994206
TRMK,29.08,21,1657828798347
HLMN,8.54,100,1657828799469
FSRV,14.49,100,1623268795055
CTV+,0.372,95,1654199630925
YI,2.45,100,1657828752122
PSIL,2.81,81,1657816525625
PEXL,35.915,5,1657299756635
MNI,0.7104,100,1581524169830
RTLPP,22.2,100,1657828679110
ARVL,1.435,300,1657828790746
OVOL,33.32,80,1581451297813
CPZ,16.23,21,1657827684330
PMVC,9.94,150,1657203236759
MNTK,10.08,180,1657828798136
DNZ=,9.805,100,1652976282486
YPF,2.92,20,1657828718694
VMEOV,55.99,100,1621882830987
CNTQW,0.24,100,1656532678263
AMCI,9.76,100,1657298883377
KMF,7.31,300,1657828603404
RJAC=,9.92,100,1655230001563
CLDS,37.985,14,1657822227247
MYF,14.29,6,1618497307215
LFMD,2.04,10,1657828487288
CVT,5.43,1,1657828791830
ZBRA,290.83,17,1657828795167
TRAQ,9.95,100,1656619082819
BSPE,11.12,100,1623095922503
CTAC=,9.5,100,1633008910675
BAP,115.06,100,1657828793310
INF,13.3,100,1583441757657
MSB,26.11,100,1657828794100
EM,1.09,100,1657818532670
MYTE,10.67,5,1657828657503
TRUE,2.535,100,1657828777459
IBHA,24.19,59,1638197505130
INZY,4.955,7,1657828768033
HWM-,71.01,2,1650469340462
ATH-C,25.61,100,1657828213432
UPST,24.16,100,1657828799585
QQQA,32.225,9,1657742386654
CCZ,60.21,91,1657222320450
WSC,32.19,100,1657828798502
MTD,1139.24,10,1657828796151
FTPA,9.81,3,1657569554038
NMRK,9.95,2,1657829217547
CLRMU,9.82,100,1656616412720
STRC,2.945,1,1657828785176
ASX,5.28,84,1657828798070
LCY,12.16,100,1626292793007
ZNTEU,10.78,10,1649447996168
SHIPZ,0.022,100,1652108390874
GOVX,0.6859,26,1657828784538
OXSQ,3.58,100,1657828794125
DKDCU,10.425,15,1642193744573
THRX,6.64,1,1657828790567
SPKEP,26.06,100,1628524284590
LTRPA,0.7067,23,1657828733602
CJJD,2.36,5,1657307482540
SSLY,44.25,100,1654199476371
MTTR,3.775,100,1657828796497
JANX,15.87,100,1657828577452
IBM,139.06,100,1657828799513
CTO,20.09,5,1657828770689
XDAT,17.335,1,1654286360682
IAGG,50.285,100,1657825853776
WFC-C,18.41,100,1657828471170
FYT,44.31,98,1657742386182
JMAC,10.09,49,1656596054998
LAZY,12.34,1,1657828795223
AER,38.69,77,1657828798057
LOAK+,10.05,100,1609273868095
HFRO,11.33,100,1657828773062
GBBK,9.8,400,1657732501563
AGGRU,9.83,100,1657557427099
NVMM,0.6687,100,1553627659565
HDS,55.995,100,1608757150477
NMG,3.87,25,1657828731853
SBE,30.995,90,1614373183259
EWM,21.33,236,1657828795452
BDCZ,18.39,100,1652466950068
HAE,63.32,14,1657828798136
CHKE,0.6,11,1561054495376
OGS,80.38,100,1657828796686
VUG,227.01,77,1657828791059
IVV,379.8,44,1657828789283
STWOW,0.9901,200,1633722805789
VIRT,21.04,58,1657828798756
TYL,328.39,1,1657828795076
SLVP,9.11,2,1657828310817
GFGDW,0.085,100,1657742340269
PUBM,14.91,22,1657828797097
SAGAR,0.1967,100,1649350382400
GBTG,5.91,38,1657828790586
SBG,8.86,100,1626378847458
SIVBP,22.13,100,1657828591282
ESPR,6.755,12,1657828795292
PLTM,8.26,100,1657825475775
ADVM,1.75,100,1657828652363
BBT-F,25.27,34,1575574777833
FTII,9.99,100,1657742336020
GRX-A,25.77,86,1583514439729
SRSAU,9.9,100,1652719795538
TRNX,0.203,325,1588362708494
SCD,12.3,100,1657828182964
FZT=,9.83,30,1651678174540
SD,15.32,48,1657828795986
AGIO,22.7,3,1657828796890
IPVF+,0.3003,5,1657654246758
TBX,26.91,54,1657808410336
NVNOW,0.1951,48,1648670384028
BML-H,18.2,100,1657825486698
FNCB,7.71,9,1657722021060
IBBJ,29.94,1,1638215604404
SCUA=,9.97,100,1655225870062
DWAQ,129.7,100,1580762072390
AESC,86.13,26,1657654206891
ARQT,23.97,2,1657828795049
FIEE,208.13,100,1641233557450
JPLS,17.19,100,1591809010373
FLTN,24.88,34,1656685020054
NVEI,30.48,47,1657828799040
JHEM,23.39,600,1657828124372
PAMC,29.96,2,1657742391007
USOD,6.07,3,1576184397029
ZB-A,24.99,25,1577202453273
RZA,25.18,100,1657828785981
SUZ,8.28,900,1657828771105
PAPR,27.1,5,1657828294079
GTPA,9.8,100,1657805402464
SZC^,0.22,100,1563305909769
BOWL+,3.2,200,1652458661869
BBIO,9.47,400,1657828796735
HZAC+,2.62,15,1634586782675
ONBPO,25.89,148,1657649245333
ADCT,8.39,104,1657828792993
PW,11.8,100,1657828024175
ELQD,83.71,1,1653334574266
TPBAW,0.3367,100,1653312633807
BC-B,27.18,85,1657738805935
JIH+,3.6,100,1623091113242
ESXB,11.22,100,1638565128597
WBS-G,24.73,91,1657723001391
ALUS,9.48,100,1625686817317
INDI,5.9,23,1657828795363
QAT,20.02,100,1657805797751
AGRX,0.585,500,1657823540187
AMBP,5.66,9,1657828795737
CTRV,3.585,355,1563825547708
CPTA,25.18,10,1625163636280
HDG,46.32,200,1657643715039
ODDS,18.88,1,1650377510109
WINVR,0.12,18000,1648838785225
CROP,30.85,100,1594915621182
IBKCN,22.04,100,1593536994923
ALORW,0.14,200,1657737784377
RTPZ=,10.1,100,1627929474960
GGO,16.24,100,1624046070383
BTF,7.8,100,1657815049307
SMR+,2.25,147,1657737063914
JVAL,31.93,300,1657828787286
DCUE,101.5,100,1654027168606
APTX,0.68,300,1657827601102
TAC,11.45,13,1657828728606
CDR-C,6.59,100,1657826798394
FRSX,0.65,72,1657826897362
ATEK+,0.14,400,1657813115954
CHRW,95.6,43,1657828797975
CCX+,2.41,100,1623441528576
GTE,1.06,2032,1657828786183
AEACU,9.88,100,1657813770133
JCP,0.1988,100,1589831953326
GM+B,20.09,77,1562356079442
WST,294.31,8,1657828790069
FSR+,6.6,100,1618589346201
EBS,29.27,54,1657828795549
OLN,46.43,5,1657828798000
CSTL,24.57,63,1657828796987
JKI,183.89,100,1615398857817
BLHY,20.655,101,1657729236676
CINC,24.87,3,1657828795435
IPAXU,9.84,100,1651851158322
WRB-H,18.33,100,1657652674246
ASTRW,2.01,37,1640635009545
CRGY,11.93,2,1657828790174
DKNGW,21.31,100,1593715608054
BEP-A,21.08,46,1657739201451
SGII,9.95,3200,1655827679164
MHD,13.14,10,1657828796368
MLP,9.41,1,1657655989838
LITB,1.095,6,1657824409996
PTACU,15.35,100,1608670467682
NFTY,41.44,63,1657828799344
KEX,56.31,1,1657828789034
ONL#,25.005,300,1636745408099
UE,14.265,200,1657828796278
HIBS,12.47,1493,1657828794071
CONE,90.35,300,1648151988862
PEN,120.37,4,1657828785349
YAC+,1.22,400,1639408866686
LIDR,1.875,1,1657828796900
SPLV,61.21,100,1657828781629
DS,1.3,9,1657828795303
MCAER,0.25,100,1654025468001
MIK,21.99,200,1618430626862
NBA+,1.05,100,1628798370161
OMAD+,1.44,100,1558544171582
TRCB,22.395,100,1577825901223
PPC,30.31,9,1657828798113
OSW,6.86,19,1657828796734
IFIN,10.02,100,1654100279198
CVLY,22.25,100,1657807463598
CEIX,55.95,4,1657828796387
MOD,11.1,8,1657828797302
FRC-H,22.265,30,1657820326302
JMP,7.72,400,1636663862812
IVDG,10.6,1,1651254858417
CEFA,24.75,3,1655400318540
PUYI,8.2,15,1657655237457
MBFIO,24.625,100,1552933451123
ASPL,9.91,19,1626206242159
OPER,100.34,100,1652369866043
AEGN,29.98,100,1621022399900
NXTDW,0.0597,300,1552937221506
ESSCU,11.35,200,1651778818262
CISO,3.855,20,1657828777058
QEMM,54.11,1,1657817968380
HSBC-A,25.12,100,1609963357541
BIGY,18.6,1,1648131371974
MYE,21.61,2,1657828795166
PACQU,11.24,58,1581019188414
LRAD,3.44,100,1571765243675
RSVAW,8.74,76,1626278002462
MRCC,9.05,6,1657828354078
DFNSU,10.31,300,1583170884959
AFG,132.35,33,1657828790103
BCYC,20.87,200,1657828772104
PETX,4.935,300,1563393583198
ISMD,28.51,100,1657828482274
CNTY,6.92,10,1657828795385
QPX,22.12,100,1657814855864
DDIV,28.2,200,1657810148780
TSCO,201.7,1,1657828798205
LEJU,1.93,1,1657741726319
TNON,1.98,200,1657828455496
FYLD,22.08,20,1657828795880
ATCO-D,25.13,100,1657741409345
PTK=,10.45,100,1632772247121
ACONW,0.3557,100,1653422288959
VFC,44.92,198,1657828798074
ARYB,10.04,100,1603738636902
TWNK,20.805,200,1657828799990
BIGZ,8.07,200,1657827827366
VLYPO,23.33,1,1657555254112
CAP+,1.31,100,1627329040690
GWACW,2.2,500,1630092019035
CBL,26.13,29,1657828795213
INKT,1.18,3,1657808590731
NUVL,17.89,55,1657828798508
NLY-D,24.995,55,1608324687719
HSMV,33.035,1,1648494463763
UNAM,2.01,80,1656705529326
DBA,19.47,1,1657829067753
BPOPM,26.05,100,1657719094534
MAA,165.23,10,1657828795028
BFT+,4.85,200,1617132052234
WPX,9.25,100,1609967053422
YSAC+,0.5356,3200,1643141499130
NEE-Q,50.79,100,1657733130225
FGRO,13.01,40,1657828744933
BLKB,54.94,1,1657828796708
HUM,472.73,20,1657828799301
BIOL,4.29,100,1657742390265
SMLV,102.215,17,1657822946785
GIM,4.425,100,1657828723337
ZIXI,8.485,1100,1640206793310
AOIL,25.52,100,1578686252333
MOS,43.52,1,1657829049806
GLP-A,26.4,100,1657806299409
PQSV,66.22,700,1632847036242
ACA,44.76,11,1657828796073
TPVY,25.31,30,1616787202938
OVM,22.53,31,1657741520917
PRDO,11.93,6,1657828795083
PLXP,2.0,100,1657828241036
RHT,187.69,100,1562615995136
TDS-V,20.26,10,1657825808720
JPM-K,19.98,100,1657817477649
CZOO+,0.1285,100,1654890820527
NKLAW,27.82,3,1598039852232
SRCE,43.22,1,1657828795540
ASPY,26.99,25,1655927394308
MMP,48.43,31,1657828786982
HDLB,15.65,5,1657639954462
RLH,3.495,284,1616010969944
BELFB,17.09,100,1657828770446
PIK,1.5,200,1657641789455
